时间,CPU负载,内存使用量(KB),内存使用率(%)
16:45:32,1.61 1.74 1.72,982872,25
16:45:33,1.61 1.74 1.72,982872,25
16:45:34,1.64 1.74 1.73,982620,25
16:45:35,1.64 1.74 1.73,982932,25
16:45:37,1.64 1.74 1.73,983124,25
16:45:38,1.64 1.74 1.73,983376,25
16:45:39,1.64 1.74 1.73,982992,25
16:45:40,1.67 1.75 1.73,983228,25
16:45:41,1.67 1.75 1.73,983376,25
16:45:42,1.67 1.75 1.73,983376,25
16:45:43,1.67 1.75 1.73,983880,25
16:45:44,1.78 1.77 1.74,984132,25
16:45:45,1.78 1.77 1.74,983940,25
16:45:46,1.78 1.77 1.74,983628,25
16:45:47,1.78 1.77 1.74,983984,25
16:45:48,1.78 1.77 1.74,983880,25
16:45:49,1.80 1.77 1.74,984384,25
16:45:51,1.80 1.77 1.74,984132,25
16:45:52,1.80 1.77 1.74,983732,25
16:45:53,1.80 1.77 1.74,984384,25
16:45:54,1.81 1.78 1.74,984384,25
16:45:55,1.81 1.78 1.74,984132,25
16:45:56,1.81 1.78 1.74,984488,25
16:45:57,1.81 1.78 1.74,984384,25
16:45:58,1.81 1.78 1.74,984488,25
16:45:59,1.83 1.78 1.74,984488,25
16:46:00,1.83 1.78 1.74,984488,25
16:46:01,1.83 1.78 1.74,984636,25
16:46:02,1.83 1.78 1.74,985140,25
16:46:03,1.83 1.78 1.74,984636,25
16:46:05,1.84 1.78 1.74,985392,25
16:46:06,1.84 1.78 1.74,985392,25
