时间,CPU负载,内存使用量(KB),内存使用率(%)
16:47:52,1.80,988032,25
16:47:53,1.80,987780,25
16:47:54,1.78,987676,25
16:47:55,1.78,987780,25
16:47:56,1.78,988180,25
16:47:57,1.78,987528,25
16:47:58,1.78,987928,25
16:47:59,1.79,987528,25
16:48:01,1.79,987676,25
16:48:02,1.79,987128,25
16:48:03,1.79,987172,25
16:48:04,1.79,986668,25
16:48:05,1.79,986728,25
16:48:06,1.79,986684,25
16:48:07,1.79,986668,25
16:48:08,1.79,986772,25
16:48:09,1.79,986920,25
16:48:10,1.79,986876,25
16:48:11,1.79,987024,25
16:48:12,1.79,987276,25
16:48:13,1.79,987172,25
16:48:15,1.78,987172,25
16:48:16,1.78,987276,25
16:48:17,1.78,987780,25
16:48:18,1.78,986920,25
16:48:19,1.78,987024,25
16:48:20,1.80,987024,25
16:48:21,1.80,987276,25
16:48:22,1.80,987172,25
16:48:23,1.80,986920,25
16:48:24,1.80,986920,25
16:48:25,1.80,987172,25
16:48:26,1.80,987424,25
16:48:27,1.80,987528,25
16:48:28,1.80,987424,25
16:48:30,1.81,987172,25
16:48:31,1.81,986920,25
16:48:32,1.81,986920,25
16:48:33,1.81,986416,25
16:48:34,1.81,986416,25
16:48:35,1.83,986668,25
16:48:36,1.83,986416,25
16:48:37,1.83,986920,25
16:48:38,1.83,987128,25
16:48:39,1.83,987528,25
16:48:40,1.83,987128,25
16:48:41,1.83,987424,25
16:48:42,1.83,987172,25
16:48:44,1.83,987172,25
16:48:45,1.83,987024,25
16:48:46,1.83,986668,25
16:48:47,1.83,987276,25
16:48:48,1.83,987276,25
16:48:49,1.83,987780,25
16:48:50,1.87,987024,25
16:48:51,1.87,987276,25
16:48:52,1.87,987024,25
16:48:53,1.87,987676,25
16:48:54,1.89,987528,25
16:48:55,1.89,987528,25
16:48:56,1.89,987424,25
16:48:57,1.89,987676,25
16:48:59,1.89,987024,25
16:49:00,1.89,987676,25
16:49:01,1.89,987276,25
16:49:02,1.89,987172,25
16:49:03,1.89,987172,25
16:49:04,1.89,986580,25
16:49:05,1.89,987276,25
16:49:06,1.89,986668,25
16:49:07,1.89,986772,25
16:49:08,1.89,987484,25
16:49:09,1.88,987276,25
16:49:10,1.88,986668,25
16:49:11,1.88,986920,25
16:49:13,1.88,986920,25
16:49:14,1.88,987024,25
16:49:15,1.86,987172,25
16:49:16,1.86,987128,25
16:49:17,1.86,987024,25
16:49:18,1.86,987276,25
16:49:19,1.85,987528,25
16:49:20,1.85,987632,25
16:49:21,1.85,987024,25
16:49:22,1.85,987172,25
16:49:23,1.85,987780,25
16:49:24,1.83,987024,25
16:49:25,1.83,986772,25
16:49:26,1.83,987084,25
16:49:28,1.83,987172,25
16:49:29,1.83,986920,25
16:49:30,1.82,987172,25
16:49:31,1.82,986668,25
16:49:32,1.82,987276,25
16:49:33,1.82,986772,25
16:49:34,1.81,987172,25
16:49:35,1.81,986668,25
16:49:36,1.81,987380,25
16:49:37,1.81,987424,25
16:49:38,1.81,987128,25
16:49:39,1.79,987276,25
16:49:40,1.79,987528,25
16:49:41,1.79,987928,25
16:49:43,1.79,987780,25
16:49:44,1.79,987676,25
16:49:45,1.80,987928,25
16:49:46,1.80,987588,25
16:49:47,1.80,987780,25
16:49:48,1.80,987676,25
16:49:49,1.80,987380,25
16:49:50,1.80,987024,25
16:49:51,1.80,987632,25
16:49:52,1.80,987380,25
16:49:53,1.80,987380,25
16:49:54,1.80,987172,25
16:49:55,1.80,987172,25
16:49:57,1.80,987172,25
16:49:58,1.80,987424,25
16:49:59,1.80,987676,25
16:50:00,1.81,987676,25
16:50:01,1.81,987128,25
16:50:02,1.81,987632,25
16:50:03,1.81,987528,25
16:50:04,1.83,987676,25
16:50:05,1.83,987424,25
16:50:06,1.83,987172,25
16:50:07,1.83,986772,25
16:50:08,1.83,987172,25
16:50:09,1.85,974824,25
16:50:10,1.85,974824,25
16:50:12,1.85,974928,25
16:50:13,1.85,975076,25
16:50:14,1.85,975076,25
16:50:15,1.87,974928,25
16:50:16,1.87,975328,25
16:50:17,1.87,974928,25
16:50:18,1.87,974928,25
16:50:19,1.87,974928,25
16:50:20,1.87,975580,25
16:50:21,1.87,975032,25
16:50:22,1.87,975684,25
16:50:23,1.87,975580,25
16:50:24,1.87,975684,25
16:50:26,1.87,975684,25
16:50:27,1.87,975328,25
16:50:28,1.87,975832,25
16:50:29,1.87,975076,25
16:50:30,1.86,976188,25
16:50:31,1.86,976692,25
16:50:32,1.86,977596,25
16:50:33,1.86,978456,25
16:50:34,1.84,979108,25
16:50:35,1.84,981228,25
16:50:36,1.84,982992,25
16:50:37,1.84,984252,25
16:50:38,1.84,985260,25
16:50:40,1.83,985764,25
16:50:41,1.83,985408,25
16:50:42,1.83,984652,25
16:50:43,1.83,985008,25
16:50:44,1.83,985912,25
16:50:45,1.81,986684,25
16:50:46,1.81,986536,25
16:50:47,1.81,986788,25
16:50:48,1.81,986432,25
16:50:49,1.80,986684,25
16:50:50,1.80,986432,25
16:50:51,1.80,986432,25
16:50:52,1.80,986684,25
16:50:53,1.80,987440,25
16:50:55,1.79,988448,25
16:50:56,1.79,988300,25
16:50:57,1.79,987856,25
16:50:58,1.79,988196,25
16:50:59,1.79,988448,25
16:51:00,1.79,988552,25
16:51:01,1.79,988448,25
16:51:02,1.79,988804,25
16:51:03,1.79,988552,25
16:51:04,1.79,988196,25
16:51:05,1.79,988196,25
16:51:06,1.79,988048,25
16:51:07,1.79,987944,25
16:51:09,1.79,987692,25
16:51:10,1.80,987692,25
16:51:11,1.80,988196,25
16:51:12,1.80,988048,25
16:51:13,1.80,988700,25
16:51:14,1.80,988804,25
16:51:15,1.80,988360,25
16:51:16,1.80,988300,25
16:51:17,1.80,988300,25
16:51:18,1.80,988152,25
16:51:19,1.82,988404,25
16:51:20,1.82,988952,25
16:51:21,1.82,989456,25
